ï»¿AnoExercicio,MesAbreviado,NomeOrgao,CNPJOrgao,TipoAdministracao,TipoPoder,ReceitaPrevistaAtualizada,NaturezaReceita,ReceitaRealizada,Ano,MesNumero,MesNome,MesAno_Num,MesAno_Extenso,AnoMes
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,3820499.99,OUTRAS RECEITAS DE CAPITAL,12000.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO EST. DE SEGURANCA PUBLICA-FUNESP,2658753000114.0,Direta,Executivo,583333.33,OUTRAS RECEITAS DE CAPITAL,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGENCIA GOIANA DE ESPORTE E LAZER,5470294000139.0,Indireta,Executivo,202333.34,OUTRAS RECEITAS DE CONCESSOES E PERMISSOES,23420.02,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP. DE DESENVOLV. RURAL-FUNDER,985566000110.0,Direta,Executivo,17666.68,OUTRAS RECEITAS DE CONCESSOES E PERMISSOES,14357.98,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,1682833.34,OUTRAS RECEITAS DE CONCESSÃÂES E PERMISSÃÂES - DIREITO DE USO DE BENS PÃÂBLICOS,32208.9,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,583333.33,OUTRAS RECEITAS.,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,583333.33,OUTRAS RECEITAS.,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG. GOIANA DE DEFESA AGROPECUARIA,6064227000187.0,Indireta,Executivo,9666.67,OUTRAS RESTITUICOES,10663.86,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,DEP. EST. DE TRÃÂNSITO DE GOIÃÂS- DETRAN,2872448000120.0,Indireta,Executivo,61833.33,OUTRAS RESTITUICOES,918.65,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,EMATER,13232306000115.0,Indireta,Executivo,166.67000000000002,OUTRAS RESTITUICOES,2436.06,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE APORTE ÃÂ CELG D. S.A - FUNAC,16961597000170.0,Direta,Executivo,833.33,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP DA ESCOLA CANDIDO SANTIAGO,7880481000116.0,Direta,Executivo,9250.0,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESPECIAL DE SAUDE - FUNESA,544963000156.0,Direta,Executivo,58166.67,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESTADUAL DE DESENVOL.DO NORDESTE,4916251000171.0,Direta,Executivo,833.33,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO FIN. PREV. SERVIDOR,18867930000102.0,Indireta,Executivo,208333.33,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO MODERN. ADM. FAZENDÃÂRIA/FUNDAF-GO,7749679000165.0,Direta,Executivo,,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO PENINT. ESTADUAL - FUNPES,10879198000189.0,Direta,Executivo,,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO PREVIDENCIÃÂRIO,18867918000106.0,Indireta,Executivo,250.0,OUTRAS RESTITUICOES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,PROTEGE GOIAS,6084202000145.0,Direta,Executivo,83.33,OUTRAS RESTITUICOES,4100.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGENCIA GOIANA DE ESPORTE E LAZER,5470294000139.0,Indireta,Executivo,267083.33,OUTRAS TAXAS PELA PRESTACAO DE SERVICOS,356529.9,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,99026333.35,OUTRAS TAXAS PELA PRESTACAO DE SERVICOS,80279839.89,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - TESOURO ESTADUAL,1409655000180.0,Autárquica,Executivo,213500.0,OUTRAS TAXAS PELA PRESTACAO DE SERVICOS,161958.06,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE REAP. E APERF. DA PM,12345678000199,Direta,Executivo,666.67,OUTRAS TAXAS PELA PRESTACAO DE SERVICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,GOIÃÂS PREVIDÃÂNCIA,11991625000189.0,Indireta,Executivo,166.67000000000002,SERVICOS ADMINISTRATIVOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,5000.0,SERVICOS AGROPECUARIOS,3225.39,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG. GOIANA DE TRANSP. E OBRAS PUBLICAS,3520933000106.0,Indireta,Executivo,250.0,SERVICOS DE CADASTRAMENTO DE EMPRESAS,125.04,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,250.0,SERVICOS DE CADASTRAMENTO DE EMPRESAS,125.04,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,250.0,SERVICOS DE CADASTRAMENTO DE EMPRESAS,125.04,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG. GOIANA DE TRANSP. E OBRAS PUBLICAS,3520933000106.0,Indireta,Executivo,250.0,SERVICOS DE CADASTRAMENTO DE FORNECEDORES,125.04,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,666666.67,SERVICOS DE COMUNICACAO,472059.22,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,196750.0,"SERVICOS DE CONSULTORIA, ASSISTENCIA TECNICA E ANALISE DE PROJETOS",5870.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE FOMENTO A MINERACAO,3609406000164.0,Direta,Executivo,30000.0,"SERVICOS DE CONSULTORIA, ASSISTENCIA TECNICA E ANALISE DE PROJETOS",5870.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG.GOIANA DE DESENV. RURAL E FUNDIARIO,3521741000106.0,Indireta,Executivo,83.33,SERVICOS DE ESTUDOS E PESQUISAS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,83.33,SERVICOS DE ESTUDOS E PESQUISAS,100.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG. GOIANA DE DEFESA AGROPECUARIA,6064227000187.0,Indireta,Executivo,,SERVICOS DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,68.04,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGÃÂNCIA GOIANA DE COMUNICAÃÂÃÂO,3520902000147.0,Indireta,Executivo,250.0,SERVICOS DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,5.5,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,8750.0,SERVICOS DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,636.4,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,1000.0,SERVICOS DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,1211.99,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE ARTE E CULT. DO EST. GO,15540894000180.0,Direta,Executivo,83.33,SERVICOS DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,6.4,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE MODERNIZACAO DO TCE-GO,7173721000142.0,Direta,Legislativo,7500.0,SERVICOS DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG.GOIANA DE DESENV. RURAL E FUNDIARIO,3521741000106.0,Indireta,Executivo,86666.66,SERVICOS DE HOSPEDAGEM E ALIMENTACAO,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,86666.66,SERVICOS DE HOSPEDAGEM E ALIMENTACAO,121708.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,86666.66,SERVICOS DE HOSPEDAGEM E ALIMENTACAO,121708.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,160499.99,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,48041.71,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,160416.66,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,1121.71,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER LEGISLATIVO,12345678000199,Autárquica,Executivo,93333.33,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,83.33,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,46920.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDESP-PJ,2050330000117.0,Direta,JudiciÃÂ¡rio,,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE MODERNIZACAO DO MINIST PUBLICO,7004223000176.0,Direta,Executivo,67083.33,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,1121.71,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE MODERNIZACAO DO TCE-GO,7173721000142.0,Direta,Legislativo,,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.,6881263000133.0,Direta,Legislativo,93333.33,SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,4775000.0,SERVICOS DE JUROS DE EMPRESTIMOS,4492812.55,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP.DE GERACAO DE EMPREG.E RENDA,3198567000102.0,Direta,Executivo,83.33,SERVICOS DE JUROS DE EMPRESTIMOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,1779250.0,SERVICOS DE PROCESSAMENTO DE DADOS,1356242.18,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,8931500.0,SERVICOS DE SAUDE,4153963.82,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,8931500.0,SERVICOS DE SAUDE,4153963.82,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESPECIAL DE SAUDE - FUNESA,544963000156.0,Direta,Executivo,8931333.33,SERVICOS DE SAUDE,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG. GOIANA DE REG. CONT. E FISC. S.PUBL,3537650000169.0,Indireta,Executivo,416.67,SERVICOS DE VENDA DE EDITAIS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,182250.0,SERVICOS EDUCACIONAIS,5348.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,UNIVERSIDADE ESTADUAL DE GOIAS,1112580000171.0,Indireta,Executivo,182250.0,SERVICOS EDUCACIONAIS,5348.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP.DE GERACAO DE EMPREG.E RENDA,3198567000102.0,Direta,Executivo,83.33,SERVICOS FINANCEIROS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESPECIAL DE SAUDE - FUNESA,544963000156.0,Direta,Executivo,6968250.0,SERVICOS HOSPITALARES,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,28500.0,SERVICOS RECREATIVOS E CULTURAIS,710.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,1779250.0,SERVIÃÂO DE UTILIZAÃÂÃÂO DO SISTEMA OPERACIONAL DO DETRAN,1356242.18,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,1485750.0,SERVIÃÂO DE UTILIZAÃÂÃÂO DO SISTEMA OPERACIONAL DO DETRAN,1356242.18,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,35166.67,SERVIÃÂOS DE ANALISE LABORATORIAL,28953.29,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,35166.67,SERVIÃÂOS DE ANALISE LABORATORIAL,28953.29,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,30250.0,SERVIÃÂOS DE ANALISE LABORATORIAL,25734.9,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,EMATER,13232306000115.0,Indireta,Executivo,83.33,SERVIÃÂOS DE ESTUDOS E PESQUISAS,100.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,210583.34,TAXA DE ANTECIPACAO - CENTROPRODUZIR,57536.22,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,PROTEGE GOIAS,6084202000145.0,Direta,Executivo,416.67,TAXA DE ANTECIPACAO - CENTROPRODUZIR,42833.87,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,1147916.67,TAXA DE ANTECIPACAO - COMEXPRODUZIR,1005360.99,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNPRODUZIR,4352350000178.0,Direta,Executivo,131250.0,TAXA DE ANTECIPACAO - LOGPRODUZIR,126219.28,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,1083.33,TAXA DE ANTECIPACAO - MICROPRODUZIR,1929.51,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,1083.33,TAXA DE ANTECIPACAO - MICROPRODUZIR,1929.51,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,1083.33,TAXA DE ANTECIPACAO - MICROPRODUZIR,1929.51,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,97500.0,TAXA DE ANTECIPAÃÂÃÂO - PROGREDIR,130665.94,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,83.33,TAXA DE APREENSAO E DEPOSITO,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - ADMINISTRACAO DIRETA,12345678000199,Autárquica,Executivo,83.33,TAXA DE APREENSAO E DEPOSITO,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG. GOIANA DE DEFESA AGROPECUARIA,6064227000187.0,Indireta,Executivo,41166.67,TAXA DE CADASTRO DE ESTABELECIMENTOS COMERCIAIS,267931.19,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,1562500.0,TAXA DE CONTROLE E FISCALIZ. AMBIENTAL,2431529.91,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESTADUAL DO MEIO AMBIENTE - FEMA,1037124000104.0,Direta,Executivo,1562500.0,TAXA DE CONTROLE E FISCALIZ. AMBIENTAL,2431529.91,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,JUNTA COMERCIAL DO EST. DE GOIAS-JUCEG,2088698000174.0,Indireta,Executivo,414250.0,TAXA DE EXPEDIÃÂÃÂO DE DOCUMENTOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,JUNTA COMERCIAL EST. GOIÃÂS - JUCEG,2088698000174.0,Indireta,Executivo,414250.0,TAXA DE EXPEDIÃÂÃÂO DE DOCUMENTOS,385129.5,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,,TAXA DE PRORROGAÃÂÃÂO DE PRAZO DE BENEFÃÂCIO,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,11083.33,TAXA DE REGISTRO DE AGROINDUSTRIA,68726.99,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,8000.0,TAXA DE REGISTRO DE AGROINDUSTRIA,66230.85,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,7000.0,TAXA DE SERVICOS DE VISTORIA,3063.4,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGENCIA GOIANA DE DESENVOLV. REGIONAL,3540410000113.0,Indireta,Executivo,166.67000000000002,TAXA DE SERVICOS ESTADUAIS,42501.34,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGÃÂNCIA GOIANA DE DESENV.REGIONAL - AGDR,12345678000199,Indireta,Executivo,166.67000000000002,TAXA DE SERVICOS ESTADUAIS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - ADMINISTRACAO DIRETA,12345678000199,Autárquica,Executivo,213416.67,TAXA DE SERVICOS ESTADUAIS,161913.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP. DE DESENVOLV. RURAL-FUNDER,985566000110.0,Direta,Executivo,,TAXA DE SERVICOS ESTADUAIS,53812.94,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO EST. CENTRO CULT. OSCAR NIEMEYER,14188263000180.0,Direta,Executivo,,TAXA DE SERVICOS ESTADUAIS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS,12345678000199,Autárquica,Executivo,1325833.33,TAXA DE TRANSITO ANIMAL - GTA,2068970.93,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,182500.0,TAXA DE TRANSITO ANIMAL - GTA,310896.32,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,5000.0,TAXA DE TRANSITO DE PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL,14375.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP. DE DESENVOLV. RURAL-FUNDER,985566000110.0,Direta,Executivo,19333.34,TAXA DE TRANSITO VEGETAL - PTV,11811.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AG. GOIANA DE TRANSP. E OBRAS PUBLICAS,3520933000106.0,Indireta,Executivo,28416.67,TAXA DOS ATOS DE ADMINISTRACAO GERAL,45361.68,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - PODER EXECUTIVO,12345678000199,Autárquica,Executivo,74500.0,TAXA DOS ATOS DE ADMINISTRACAO GERAL,45361.68,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDESP-PJ,2050330000117.0,Direta,JudiciÃÂ¡rio,6666666.67,TAXA JUDICIARIA,7669225.2,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGÃÂNCIA GOIANA DE COMUNICAÃÂÃÂO,3520902000147.0,Indireta,Executivo,12666.67,TAXAS,324218.85000000003,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,54959250.01,TAXAS,53875996.59,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDESP-PJ,2050330000117.0,Direta,JudiciÃÂ¡rio,17633333.33,TAXAS,20294714.41,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE FOM. AO DESENV. ECON.E SOCIAL,3280530000129.0,Direta,Executivo,4666666.66,TAXAS,2298802.2800000003,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE REAP. E APERF. DA PM,12345678000199,Direta,Executivo,666.67,TAXAS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR,1460666000195.0,Direta,Executivo,186000.0,TAXAS,627322.25,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO SOCIAL DE LOTERIA,4354889000166.0,Direta,Executivo,6927750.0,TAXAS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,GOIÃÂS TURISMO-AGÃÂNCIA GOIANA DE TURISMO,3549463000103.0,Indireta,Executivo,,TAXAS,9862.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGENCIA GOIANA DE ESPORTE E LAZER,5470294000139.0,Indireta,Executivo,267083.33,TAXAS PELA PRESTACAO DE SERVICOS,356529.9,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,AGENCIA GOIANA DE TURISMO,3549463000103.0,Indireta,Executivo,12666.67,TAXAS PELA PRESTACAO DE SERVICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - FUNDOS ESPECIAIS,12345678000199,Autárquica,Executivo,55534250.0,TAXAS PELA PRESTACAO DE SERVICOS,39244316.38,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - TESOURO ESTADUAL,1409655000180.0,Autárquica,Executivo,213500.0,TAXAS PELA PRESTACAO DE SERVICOS,161958.06,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO DE REAP. E APERF. DA PM,12345678000199,Direta,Executivo,666.67,TAXAS PELA PRESTACAO DE SERVICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO ESP. DE DESENVOLV. RURAL-FUNDER,985566000110.0,Direta,Executivo,453500.0,TAXAS PELA PRESTACAO DE SERVICOS,391690.81,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO EST. DE SEGURANÃÂA PÃÂBLICA-FUNESP,2658753000114.0,Direta,Executivo,17402666.66,TAXAS PELA PRESTACAO DE SERVICOS,552308.11,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNDO SOCIAL DE LOTERIA,4354889000166.0,Direta,Executivo,6927750.0,TAXAS PELA PRESTACAO DE SERVICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,FUNPRODUZIR,4352350000178.0,Direta,Executivo,7089750.0,TAXAS PELA PRESTACAO DE SERVICOS,6804250.29,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,GOIÃÂS PREVIDÃÂNCIA,11991625000189.0,Indireta,Executivo,250.0,TAXAS PELA PRESTACAO DE SERVICOS,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,GOIÃÂS TURISMO-AGÃÂNCIA GOIANA DE TURISMO,3549463000103.0,Indireta,Executivo,,TAXAS PELA PRESTACAO DE SERVICOS,9862.0,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS - ADMINISTRACAO DIRETA,12345678000199,Autárquica,Executivo,41083.33,TAXAS PELO EXERCICIO DO PODER DE POLICIA,123456.78,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
2014,Jan,ESTADO DE GOIAS-ADMINISTRACAO INDIRETA,12345678000199,Autárquica,Executivo,710666.67,TAXAS PELO EXERCICIO DO PODER DE POLICIA,376941.93,2014,1,Janeiro,01/2014,Janeiro/2014,01/2014
